Customer_id,date,time,order_id,items,amount,mode,restaurant,Status,ratings,feedback,delivery_time,order_preperation_time,premium_member,Restraunt_location
2120,2024-03-17,05:45:03,2220,Soup of the day,42.16,Online,Gaspar,Delivered,3.0,very good food,30.0,12.0,Yes,Dallas
2121,2023-07-15,19:22:34,2221,Soup of the day,41.68,Online,Augustin,Cancelled,2.0,too much waiting,,0.0,Yes,Austin
2122,2023-06-20,14:45:01,2222,Soup of the day,15.09,In-person,Demoloftas,On Hold,1.0,recieved better price elsewhere,,0.0,Yes,San Antonio
2123,2023-05-06,15:44:02,2223,Soup of the day,25.94,Online,Telegrafas,Cancelled,2.0,delay in order,,0.0,No,Dallas
2124,2023-12-17,19:46:01,2224,Quiche,16.81,In-person,Telegrafas,Delivered,5.0,Fast delivery,42.0,20.0,No,Plano
2125,2023-09-27,10:09:21,2225,Quiche,20.19,Online,Saint German,On Hold,1.0,,,0.0,Yes,Plano
2126,2024-03-05,01:37:08,2226,Olives,20.53,In-person,Le Travi,Delivered,3.0,Nice,34.0,15.0,Yes,Plano
2127,2023-10-01,22:56:19,2227,Quiche,32.25,Online,Saint German,Delivered,3.0,good packaging,47.0,9.0,No,Houston
2128,2023-12-20,21:40:52,2228,Soup of the day,26.46,Online,Telegrafas,On Hold,1.0,Not required,,0.0,No,San Antonio
2129,2023-06-26,10:03:42,2229,Olives,47.91,Online,Selfish,Cancelled,1.0,bad experience,,0.0,No,Plano
2130,2023-05-09,22:46:53,2230,Olives,15.05,In-person,Augustin,On Hold,3.0,too much waiting,,0.0,Yes,Austin
2131,2023-10-06,13:33:42,2231,Olives,48.95,In-person,Saint German,Delivered,2.0,fresh food,40.0,27.0,Yes,Plano
2132,2023-12-12,20:30:24,2232,Soup of the day,19.23,Online,Demoloftas,Delivered,5.0,fresh food,39.0,16.0,No,Houston
2133,2024-03-07,05:26:30,2233,Quiche,40.91,Online,Selfish,Delivered,4.0,nice meal,40.0,18.0,Yes,San Antonio
2134,2023-08-11,12:19:31,2234,Soup of the day,23.56,Online,Demoloftas,Delivered,4.0,Complicated procedure,45.0,9.0,No,Dallas
2135,2023-08-04,08:08:44,2235,Olives,15.72,Online,Sushi Masters,Cancelled,2.0,Not required,,0.0,Yes,San Antonio
2136,2023-09-19,11:25:53,2236,Soup of the day,44.32,Online,Sushi Masters,On Hold,2.0,too much waiting,,0.0,No,Dallas
2137,2023-09-10,13:31:19,2237,Soup of the day,22.35,Online,Sushi Masters,On Hold,1.0,too much waiting,,0.0,Yes,Dallas
2138,2023-05-02,02:58:58,2238,Quiche,36.35,In-person,Veranda,Cancelled,1.0,Not required,,0.0,No,Plano
2139,2023-11-19,13:09:43,2239,Quiche,32.66,In-person,Stebuklai,Cancelled,1.0,,,0.0,Yes,Corpus Christi
2140,2023-06-07,23:20:57,2240,Olives,28.87,In-person,Augustin,Delivered,5.0,good quantity,37.0,15.0,No,Austin
2141,2024-03-02,16:05:15,2241,Soup of the day,29.83,In-person,Saint German,On Hold,1.0,,,0.0,No,Austin
2142,2024-02-24,15:49:43,2242,Soup of the day,39.29,In-person,Veranda,On Hold,2.0,,,0.0,No,Corpus Christi
2143,2023-04-20,09:09:18,2243,Quiche,13.51,In-person,Stebuklai,On Hold,1.0,,,0.0,No,Plano
2144,2024-02-13,20:31:07,2244,Soup of the day,36.73,Online,Saint German,Cancelled,1.0,didnt recieve delivery,,0.0,Yes,Houston
2145,2024-01-22,20:47:27,2245,Soup of the day,45.83,Online,Veranda,Delivered,5.0,Difficult to order,23.0,8.0,No,Dallas
2146,2023-08-06,09:12:03,2246,Soup of the day,12.31,Online,Veranda,Delivered,4.0,great taste,49.0,19.0,No,Corpus Christi
2147,2023-05-17,13:51:18,2247,Quiche,15.63,Online,Augustin,On Hold,0.0,didnt recieve delivery,,0.0,No,Austin
2148,2023-06-29,12:16:59,2248,Olives,38.67,Online,Brussels Mussels ,Delivered,5.0,Reached on time,40.0,26.0,Yes,San Antonio
2149,2023-05-26,02:15:14,2249,Olives,27.49,In-person,Da Antonio,Cancelled,2.0,Not required,,0.0,No,Houston
2150,2023-08-10,17:36:06,2250,Soup of the day,26.14,In-person,Gaspar,Cancelled,2.0,bad experience,,0.0,Yes,Plano
2151,2023-05-03,22:49:00,2251,Olives,15.48,In-person,Sushi Masters,On Hold,1.0,didnt recieve delivery,,0.0,No,Houston
2152,2023-09-18,19:10:26,2252,Quiche,30.27,In-person,Augustin,Delivered,4.0,Hygenic food,23.0,12.0,No,Austin
2153,2024-04-02,08:57:08,2253,Quiche,15.06,In-person,Gaspar,Cancelled,2.0,recieved better price elsewhere,,0.0,No,Corpus Christi
2154,2023-12-11,16:40:00,2254,Olives,29.06,Online,Selfish,Cancelled,2.0,bad experience,,0.0,No,Plano
2155,2023-12-08,03:12:24,2255,Olives,40.54,In-person,Da Antonio,Cancelled,0.0,recieved better price elsewhere,,0.0,Yes,Austin
2156,2024-01-09,11:34:27,2256,Soup of the day,20.33,In-person,Selfish,Cancelled,1.0,recieved better price elsewhere,,0.0,Yes,Dallas
2157,2023-05-23,06:38:36,2257,Olives,29.23,In-person,Brussels Mussels ,Delivered,3.0,nice meal,38.0,11.0,No,Houston
2158,2023-12-02,07:29:53,2258,Soup of the day,49.68,Online,Demoloftas,Cancelled,2.0,bad experience,,0.0,No,Corpus Christi
2159,2023-10-08,17:16:19,2259,Soup of the day,37.47,Online,Telegrafas,Cancelled,2.0,bad experience,,0.0,No,Dallas
2160,2023-12-17,22:28:13,2260,Quiche,43.65,Online,Gaspar,Delivered,5.0,Coupon applied,48.0,17.0,Yes,San Antonio
2161,2024-01-15,14:25:11,2261,Quiche,26.59,Online,Da Antonio,On Hold,1.0,,,0.0,No,Dallas
2162,2023-06-30,06:44:20,2262,Quiche,40.71,Online,Stebuklai,On Hold,1.0,didnt recieve delivery,,0.0,Yes,Houston
2163,2023-10-17,18:32:57,2263,Quiche,11.62,Online,Augustin,Cancelled,0.0,recieved better price elsewhere,,0.0,Yes,San Antonio
2164,2023-10-08,12:13:39,2264,Olives,14.92,In-person,Augustin,On Hold,1.0,too much waiting,,0.0,No,Austin
2165,2023-11-01,22:10:08,2265,Quiche,18.12,In-person,Selfish,Delivered,5.0,Good service,49.0,20.0,Yes,Corpus Christi
2166,2023-10-19,03:01:51,2266,Olives,26.08,In-person,Demoloftas,Cancelled,1.0,,,0.0,No,San Antonio
2167,2023-12-08,21:21:02,2267,Quiche,43.83,Online,Telegrafas,Delivered,4.0,Coupon applied,24.0,9.0,Yes,Houston
2168,2023-07-21,20:47:31,2268,Olives,23.85,Online,Sushi Masters,On Hold,1.0,didnt recieve delivery,,0.0,No,Plano
2169,2023-05-02,14:01:31,2269,Soup of the day,36.18,Online,Saint German,On Hold,2.0,recieved better price elsewhere,,0.0,No,San Antonio
2170,2023-11-11,09:36:11,2270,Olives,38.37,Online,Gaspar,Cancelled,2.0,didnt recieve delivery,,0.0,No,Austin
2171,2023-07-01,11:28:48,2271,Olives,33.45,In-person,Stebuklai,On Hold,2.0,,,0.0,No,San Antonio
2172,2023-12-25,02:35:19,2272,Quiche,24.29,Online,Augustin,Cancelled,3.0,,,0.0,No,Corpus Christi
2173,2023-09-22,21:16:37,2273,Olives,33.08,Online,Selfish,Cancelled,0.0,didnt recieve delivery,,0.0,No,Dallas
2174,2024-04-14,11:37:17,2274,Soup of the day,23.69,Online,Le Travi,Delivered,4.0,Will order again,21.0,10.0,Yes,Plano
2175,2024-01-06,10:18:55,2275,Soup of the day,13.35,Online,Saint German,On Hold,2.0,didnt recieve delivery,,0.0,Yes,Houston
2176,2024-01-07,11:01:33,2276,Quiche,49.71,Online,Stebuklai,On Hold,1.0,Not required,,0.0,Yes,Plano
2177,2024-01-05,02:51:16,2277,Soup of the day,15.09,In-person,Demoloftas,Cancelled,3.0,bad experience,,0.0,No,Dallas
2178,2023-07-07,22:46:02,2278,Olives,12.89,Online,Saint German,Cancelled,1.0,bad experience,,0.0,No,Plano
2179,2023-09-02,17:50:34,2279,Soup of the day,45.14,Online,Augustin,Cancelled,1.0,didnt recieve delivery,,0.0,No,Dallas
2180,2023-11-03,08:36:11,2280,Quiche,22.07,In-person,Gaspar,Cancelled,2.0,Not required,,0.0,No,Corpus Christi
2181,2023-06-16,07:04:03,2281,Olives,36.01,Online,Augustin,Delivered,2.0,Delivery boy didnt come at doorstep,70.0,44.0,No,San Antonio
2182,2023-05-23,23:51:48,2282,Quiche,23.16,Online,Sushi Masters,On Hold,1.0,,,0.0,No,Houston
2183,2024-03-30,22:15:42,2283,Olives,25.66,In-person,Sushi Masters,Delivered,2.0,great taste,68.0,28.0,Yes,Dallas
2184,2024-03-02,15:00:30,2284,Soup of the day,20.48,In-person,Selfish,On Hold,0.0,bad experience,,0.0,No,Dallas
2185,2024-04-03,02:55:36,2285,Quiche,23.72,In-person,Da Antonio,Delivered,3.0,Good service,29.0,8.0,No,San Antonio
2186,2023-12-30,11:36:32,2286,Quiche,26.43,In-person,Stebuklai,Cancelled,1.0,too much waiting,,0.0,No,Dallas
2187,2023-06-03,07:37:46,2287,Olives,38.82,In-person,Sushi Masters,Delivered,3.0,Prompt delivery,45.0,28.0,No,Houston
2188,2023-12-02,09:02:38,2288,Quiche,30.46,In-person,Da Antonio,Delivered,2.0,Delicious food,50.0,24.0,No,Austin
2189,2023-06-17,08:40:41,2289,Olives,47.74,In-person,Selfish,Cancelled,0.0,recieved better price elsewhere,,0.0,Yes,Plano
2190,2023-08-20,12:18:34,2290,Olives,11.68,In-person,Gaspar,Cancelled,0.0,,,0.0,No,Corpus Christi
2191,2023-07-01,15:05:34,2291,Olives,30.12,In-person,Demoloftas,On Hold,3.0,too much waiting,,0.0,No,Corpus Christi
2192,2024-02-24,05:47:33,2292,Olives,33.37,In-person,Stebuklai,On Hold,2.0,recieved better price elsewhere,,0.0,Yes,Dallas
2193,2023-10-28,05:40:10,2293,Soup of the day,46.81,Online,Selfish,Delivered,4.0,Coupon applied,36.0,19.0,Yes,Plano
2194,2024-03-05,17:53:27,2294,Olives,11.97,In-person,Gaspar,Delivered,2.0,nice meal,84.0,37.0,No,Corpus Christi
2195,2024-01-17,11:47:53,2295,Quiche,32.94,In-person,Saint German,Delivered,3.0,Prompt delivery,30.0,11.0,Yes,Plano
2196,2023-04-30,02:54:16,2296,Soup of the day,44.15,In-person,Da Antonio,Cancelled,2.0,,,0.0,Yes,Corpus Christi
2197,2024-01-18,12:41:40,2297,Quiche,19.68,In-person,Selfish,On Hold,2.0,delay in order,,0.0,No,Austin
2198,2023-10-07,08:15:59,2298,Soup of the day,45.05,In-person,Da Antonio,Delivered,5.0,fullfilling stomach,42.0,14.0,Yes,Dallas
2199,2024-03-09,07:14:49,2299,Olives,10.76,Online,Selfish,On Hold,1.0,too much waiting,,0.0,No,Houston
2200,2024-04-02,15:53:49,2300,Soup of the day,39.3,Online,Stebuklai,On Hold,1.0,Not required,,0.0,Yes,Dallas
2201,2023-04-30,07:58:30,2301,Soup of the day,47.32,Online,Sushi Masters,Cancelled,0.0,bad experience,,0.0,No,Plano
2202,2023-07-07,16:34:34,2302,Quiche,36.29,In-person,Veranda,Cancelled,2.0,bad experience,,0.0,No,San Antonio
2203,2023-12-27,10:18:29,2303,Quiche,27.56,In-person,Saint German,Delivered,4.0,Good service,30.0,18.0,Yes,Austin
2204,2023-07-04,08:26:32,2304,Olives,11.8,Online,Saint German,Delivered,3.0,Complicated procedure,30.0,19.0,Yes,Houston
2205,2023-12-27,01:18:48,2305,Soup of the day,46.8,In-person,Da Antonio,Delivered,4.0,will never order again,38.0,23.0,No,Houston
2206,2023-08-01,16:04:13,2306,Soup of the day,28.81,In-person,Le Travi,Delivered,3.0,Reached on time,41.0,25.0,No,Plano
2207,2023-12-09,07:30:31,2307,Soup of the day,11.16,Online,Da Antonio,Delivered,3.0,Good service,30.0,8.0,Yes,Houston
2208,2023-04-18,23:55:23,2308,Olives,37.59,In-person,Sushi Masters,On Hold,3.0,delay in order,,0.0,No,Plano
2209,2023-04-24,17:04:10,2309,Olives,29.27,In-person,Sushi Masters,On Hold,0.0,recieved better price elsewhere,,0.0,Yes,Houston
2210,2023-06-19,13:01:25,2310,Olives,14.97,In-person,Sushi Masters,Cancelled,2.0,Not required,,0.0,Yes,Houston
2211,2024-03-26,04:31:37,2311,Olives,18.57,In-person,Veranda,Cancelled,1.0,too much waiting,,0.0,Yes,Corpus Christi
2212,2023-06-04,20:51:49,2312,Olives,12.58,In-person,Saint German,On Hold,0.0,recieved better price elsewhere,,0.0,No,Corpus Christi
2213,2023-05-10,18:54:00,2313,Quiche,32.97,In-person,Demoloftas,Cancelled,2.0,bad experience,,0.0,No,Plano
2214,2024-04-03,05:14:29,2314,Soup of the day,34.88,In-person,Brussels Mussels ,Cancelled,2.0,didnt recieve delivery,,0.0,Yes,Austin
2215,2023-08-22,23:41:06,2315,Soup of the day,30.23,Online,Augustin,Delivered,3.0,Reached on time,27.0,9.0,Yes,Houston
2216,2023-05-22,21:48:47,2316,Soup of the day,42.68,Online,Telegrafas,Cancelled,2.0,,,0.0,No,Dallas
2217,2023-12-24,08:33:04,2317,Soup of the day,44.44,In-person,Le Travi,Cancelled,1.0,bad experience,,0.0,No,San Antonio
2218,2023-05-16,08:54:37,2318,Soup of the day,34.62,In-person,Da Antonio,Cancelled,2.0,,,0.0,No,Corpus Christi
2219,2023-06-13,19:07:40,2319,Soup of the day,10.51,Online,Selfish,On Hold,2.0,didnt recieve delivery,,0.0,Yes,Plano
2220,2023-10-02,19:47:10,2320,Soup of the day,37.81,Online,Stebuklai,On Hold,1.0,recieved better price elsewhere,,0.0,Yes,Houston
2221,2023-07-20,22:47:09,2321,Soup of the day,26.72,Online,Telegrafas,Delivered,4.0,amazing taste,49.0,30.0,No,Corpus Christi
2222,2024-02-10,07:43:57,2322,Quiche,32.62,Online,Telegrafas,Cancelled,1.0,didnt recieve delivery,,0.0,Yes,Austin
2223,2023-06-20,22:26:22,2323,Soup of the day,35.96,Online,Demoloftas,On Hold,2.0,Not required,,0.0,Yes,Corpus Christi
2224,2023-11-29,00:36:50,2324,Quiche,24.01,Online,Le Travi,Delivered,3.0,food leakage ,22.0,10.0,No,Dallas
2225,2023-12-19,02:44:21,2325,Olives,46.68,Online,Sushi Masters,Cancelled,2.0,Not required,,0.0,Yes,Plano
2226,2023-08-07,16:49:36,2326,Soup of the day,15.36,In-person,Selfish,Delivered,4.0,food leakage ,28.0,12.0,No,Dallas
2227,2024-02-03,06:45:56,2327,Olives,36.86,Online,Veranda,Delivered,4.0,value for money,40.0,8.0,No,Corpus Christi
2228,2023-09-03,08:56:32,2328,Olives,10.17,Online,Selfish,Cancelled,1.0,Not required,,0.0,No,San Antonio
2229,2023-09-02,05:04:57,2329,Olives,46.99,Online,Stebuklai,On Hold,2.0,bad experience,,0.0,No,Austin
2230,2023-04-25,21:58:19,2330,Quiche,14.5,In-person,Sushi Masters,Cancelled,1.0,too much waiting,,0.0,Yes,Plano
2231,2024-02-03,04:33:53,2331,Olives,13.8,In-person,Brussels Mussels ,Cancelled,2.0,Not required,,0.0,No,Plano
2232,2023-05-12,21:11:55,2332,Olives,23.32,In-person,Le Travi,Cancelled,1.0,too much waiting,,0.0,No,Houston
2233,2023-08-01,02:43:50,2333,Olives,24.94,Online,Telegrafas,On Hold,0.0,,,0.0,No,Dallas
2234,2023-04-26,08:17:44,2334,Soup of the day,18.57,Online,Stebuklai,Cancelled,1.0,delay in order,,0.0,Yes,Plano
2235,2024-01-07,13:54:51,2335,Soup of the day,33.4,Online,Sushi Masters,On Hold,2.0,didnt recieve delivery,,0.0,Yes,Dallas
2236,2024-02-10,08:41:11,2336,Quiche,27.72,In-person,Telegrafas,Delivered,3.0,Food not good,27.0,15.0,Yes,San Antonio
2237,2024-03-11,12:46:54,2337,Quiche,11.37,In-person,Selfish,On Hold,0.0,Not required,,0.0,Yes,Houston
2238,2023-09-07,22:51:04,2338,Soup of the day,22.79,In-person,Stebuklai,Delivered,4.0,amazing taste,45.0,11.0,No,San Antonio
2239,2023-06-06,10:34:39,2339,Quiche,42.42,In-person,Gaspar,Delivered,3.0,Reached on time,37.0,20.0,Yes,Houston
2240,2023-12-10,19:10:06,2340,Soup of the day,37.59,In-person,Saint German,Cancelled,1.0,delay in order,,0.0,Yes,Houston
2241,2024-03-23,20:15:36,2341,Olives,38.99,In-person,Telegrafas,On Hold,2.0,bad experience,,0.0,Yes,Dallas
2242,2023-12-23,20:47:10,2342,Olives,37.92,Online,Sushi Masters,Delivered,4.0,Reached on time,37.0,23.0,No,Corpus Christi
2243,2024-03-17,11:52:30,2343,Quiche,22.44,In-person,Veranda,Delivered,4.0,Amazing food,41.0,17.0,No,Houston
2244,2023-12-18,03:27:33,2344,Soup of the day,13.99,In-person,Le Travi,On Hold,2.0,bad experience,,0.0,No,San Antonio
2245,2023-04-15,21:48:17,2345,Soup of the day,20.9,In-person,Gaspar,On Hold,3.0,recieved better price elsewhere,,0.0,No,Corpus Christi
2246,2023-09-03,01:19:51,2346,Quiche,43.27,In-person,Augustin,Delivered,2.0,Nice,43.0,9.0,Yes,San Antonio
2247,2023-06-10,09:28:47,2347,Soup of the day,49.22,Online,Selfish,Delivered,3.0,Worth,30.0,15.0,Yes,Corpus Christi
2248,2024-01-05,14:03:46,2348,Olives,29.75,Online,Demoloftas,On Hold,2.0,Not required,,0.0,Yes,San Antonio
2249,2023-10-25,08:35:26,2349,Quiche,10.39,In-person,Da Antonio,On Hold,1.0,bad experience,,0.0,Yes,Dallas
2250,2023-05-22,07:10:17,2350,Quiche,15.6,Online,Saint German,Delivered,4.0,will never order again,21.0,9.0,Yes,Dallas
2251,2023-07-31,14:20:39,2351,Soup of the day,22.88,Online,Augustin,Cancelled,1.0,recieved better price elsewhere,,0.0,No,Austin
2252,2024-01-06,03:11:29,2352,Quiche,33.14,Online,Veranda,On Hold,3.0,too much waiting,,0.0,Yes,Plano
2253,2023-09-01,23:05:08,2353,Soup of the day,13.0,Online,Veranda,Delivered,3.0,Fast delivery,41.0,21.0,No,Austin
2254,2023-05-12,09:29:13,2354,Soup of the day,47.73,Online,Stebuklai,Delivered,4.0,nice meal,28.0,12.0,No,Austin
2255,2024-04-05,02:49:04,2355,Soup of the day,24.6,Online,Veranda,Cancelled,1.0,didnt recieve delivery,,0.0,No,Houston
2256,2023-07-16,04:12:47,2356,Soup of the day,46.5,Online,Le Travi,On Hold,1.0,,,0.0,Yes,Houston
2257,2023-05-21,11:18:35,2357,Soup of the day,41.22,In-person,Da Antonio,Delivered,2.0,reasonable pricing,75.0,25.0,Yes,Austin
2258,2023-04-21,02:35:19,2358,Quiche,40.22,Online,Stebuklai,Cancelled,1.0,too much waiting,,0.0,No,Plano
2259,2023-05-12,16:10:52,2359,Olives,34.27,In-person,Saint German,On Hold,1.0,bad experience,,0.0,Yes,Austin
2260,2023-07-24,10:59:28,2360,Olives,35.07,Online,Selfish,Cancelled,2.0,Not required,,0.0,Yes,Dallas
2261,2023-06-09,07:39:12,2361,Quiche,35.52,Online,Selfish,Delivered,2.0,value for money,47.0,32.0,Yes,San Antonio
2262,2023-10-11,04:56:44,2362,Quiche,35.15,Online,Selfish,Cancelled,1.0,too much waiting,,0.0,Yes,Austin
2263,2023-08-01,18:56:48,2363,Olives,32.15,In-person,Sushi Masters,Delivered,4.0,fullfilling stomach,38.0,15.0,No,Houston
2264,2023-12-11,07:04:34,2364,Olives,49.46,Online,Veranda,Delivered,5.0,good quantity,34.0,22.0,Yes,Plano
2265,2023-10-04,11:53:23,2365,Olives,39.29,In-person,Stebuklai,Cancelled,1.0,delay in order,,0.0,Yes,Houston
2266,2023-12-18,01:10:49,2366,Olives,41.08,Online,Telegrafas,Cancelled,0.0,delay in order,,0.0,Yes,Dallas
2267,2024-01-18,23:20:06,2367,Olives,44.9,Online,Stebuklai,Delivered,3.0,Cheap and best,27.0,9.0,No,Corpus Christi
2268,2023-07-06,23:06:13,2368,Soup of the day,18.63,In-person,Le Travi,Cancelled,2.0,bad experience,,0.0,No,Houston
2269,2023-08-17,13:26:02,2369,Quiche,13.35,Online,Veranda,On Hold,1.0,too much waiting,,0.0,Yes,Corpus Christi
2270,2023-06-06,11:10:26,2370,Soup of the day,29.32,Online,Brussels Mussels ,On Hold,1.0,Not required,,0.0,Yes,Houston
2271,2024-02-19,16:27:50,2371,Olives,30.56,Online,Brussels Mussels ,Cancelled,2.0,Not required,,0.0,Yes,Plano
2272,2024-03-14,22:24:19,2372,Olives,43.17,In-person,Gaspar,Cancelled,2.0,delay in order,,0.0,Yes,Corpus Christi
2273,2023-06-20,10:41:27,2373,Olives,27.75,Online,Demoloftas,On Hold,3.0,recieved better price elsewhere,,0.0,No,Plano
2274,2024-03-23,21:31:33,2374,Soup of the day,32.83,Online,Veranda,Delivered,2.0,Easy to order,75.0,20.0,No,Houston
2275,2024-01-29,14:54:52,2375,Soup of the day,31.08,Online,Saint German,Delivered,3.0,very good food,38.0,12.0,No,Houston
2276,2024-03-06,23:00:25,2376,Olives,11.53,In-person,Le Travi,On Hold,2.0,delay in order,,0.0,No,Austin
2277,2023-12-20,06:41:22,2377,Soup of the day,34.61,Online,Stebuklai,Delivered,5.0,Easy to order,28.0,10.0,No,Dallas
2278,2023-10-16,20:33:36,2378,Soup of the day,43.12,In-person,Demoloftas,Cancelled,1.0,,,0.0,No,Corpus Christi
2279,2023-08-15,21:34:30,2379,Olives,16.3,Online,Da Antonio,Cancelled,1.0,delay in order,,0.0,Yes,Austin
2280,2023-07-21,10:55:12,2380,Soup of the day,33.77,Online,Veranda,On Hold,1.0,too much waiting,,0.0,No,Plano
2281,2023-05-23,01:10:54,2381,Quiche,33.74,In-person,Augustin,On Hold,2.0,bad experience,,0.0,No,Austin
2282,2023-12-06,22:02:21,2382,Quiche,16.57,In-person,Saint German,On Hold,2.0,recieved better price elsewhere,,0.0,No,Austin
2283,2024-03-09,23:17:54,2383,Quiche,14.94,In-person,Stebuklai,On Hold,0.0,Not required,,0.0,Yes,Corpus Christi
2284,2023-05-10,23:28:01,2384,Quiche,49.2,In-person,Demoloftas,Delivered,4.0,value for money,24.0,8.0,No,Houston
2285,2024-02-13,22:46:30,2385,Olives,25.75,In-person,Brussels Mussels ,Delivered,4.0,Delivery boy didnt come at doorstep,27.0,16.0,No,Houston
2286,2023-09-30,01:47:50,2386,Olives,19.1,Online,Brussels Mussels ,Delivered,2.0,Complicated procedure,86.0,20.0,No,Corpus Christi
2287,2023-08-27,07:34:35,2387,Olives,16.85,Online,Le Travi,Cancelled,3.0,Not required,,0.0,No,Dallas
2288,2023-10-20,13:33:43,2388,Quiche,36.7,In-person,Augustin,Cancelled,0.0,recieved better price elsewhere,,0.0,Yes,San Antonio
2289,2023-12-20,15:26:04,2389,Quiche,34.38,Online,Saint German,On Hold,3.0,bad experience,,0.0,Yes,San Antonio
2290,2023-07-09,21:21:09,2390,Soup of the day,35.74,Online,Demoloftas,On Hold,0.0,too much waiting,,0.0,Yes,Corpus Christi
2291,2023-05-06,11:35:51,2391,Soup of the day,13.52,In-person,Le Travi,Delivered,2.0,amazing taste,60.0,42.0,No,Corpus Christi
2292,2023-12-21,19:24:28,2392,Quiche,45.74,In-person,Demoloftas,Delivered,3.0,Reached on time,20.0,8.0,Yes,Austin
2293,2023-09-16,19:02:08,2393,Quiche,25.57,In-person,Sushi Masters,Delivered,2.0,fresh food,50.0,15.0,Yes,Dallas
2294,2023-04-19,16:31:51,2394,Quiche,22.53,Online,Saint German,On Hold,2.0,bad experience,,0.0,Yes,Dallas
2295,2023-07-24,17:49:54,2395,Quiche,28.49,In-person,Gaspar,Delivered,4.0,will never order again,36.0,15.0,Yes,Plano
2296,2023-08-18,00:51:33,2396,Soup of the day,25.6,Online,Le Travi,On Hold,2.0,recieved better price elsewhere,,0.0,Yes,Houston
2297,2023-10-24,05:57:28,2397,Quiche,44.54,In-person,Brussels Mussels ,On Hold,3.0,delay in order,,0.0,No,Corpus Christi
2298,2023-05-28,14:15:48,2398,Soup of the day,47.17,In-person,Gaspar,Cancelled,1.0,bad experience,,0.0,No,Corpus Christi
2299,2023-07-04,13:04:43,2399,Quiche,22.14,In-person,Stebuklai,Cancelled,0.0,didnt recieve delivery,,0.0,No,Corpus Christi
2300,2024-04-08,02:27:11,2400,Quiche,44.56,In-person,Gaspar,On Hold,2.0,too much waiting,,0.0,No,Corpus Christi
2301,2023-10-08,08:16:17,2401,Quiche,41.26,Online,Gaspar,Delivered,5.0,fullfilling stomach,34.0,10.0,No,Plano
2302,2023-12-25,19:05:12,2402,Soup of the day,47.23,Online,Le Travi,On Hold,3.0,bad experience,,0.0,No,San Antonio
2303,2023-05-27,22:32:13,2403,Soup of the day,19.83,Online,Telegrafas,On Hold,1.0,bad experience,,0.0,Yes,Dallas
2304,2023-11-10,05:45:38,2404,Olives,33.08,In-person,Gaspar,On Hold,2.0,didnt recieve delivery,,0.0,Yes,San Antonio
2305,2023-08-16,03:05:20,2405,Quiche,20.98,Online,Gaspar,On Hold,3.0,too much waiting,,0.0,No,Houston
2306,2023-11-16,15:07:32,2406,Olives,42.96,Online,Demoloftas,Cancelled,0.0,didnt recieve delivery,,0.0,No,Houston
2307,2023-07-19,06:44:23,2407,Olives,10.21,Online,Saint German,Cancelled,2.0,didnt recieve delivery,,0.0,No,Corpus Christi
2308,2023-08-22,11:20:54,2408,Soup of the day,32.59,In-person,Brussels Mussels ,On Hold,1.0,bad experience,,0.0,No,Houston
2309,2024-04-09,14:25:14,2409,Soup of the day,23.57,Online,Le Travi,Cancelled,1.0,didnt recieve delivery,,0.0,Yes,San Antonio
2310,2023-05-21,18:59:31,2410,Olives,22.91,In-person,Augustin,Cancelled,3.0,too much waiting,,0.0,Yes,Dallas
2311,2023-10-13,19:28:26,2411,Quiche,35.8,In-person,Gaspar,Delivered,5.0,food leakage ,34.0,17.0,No,Plano
2312,2024-03-13,23:39:38,2412,Soup of the day,44.06,Online,Da Antonio,Cancelled,2.0,too much waiting,,0.0,No,Dallas
2313,2023-09-06,16:58:25,2413,Quiche,34.37,Online,Saint German,Cancelled,2.0,didnt recieve delivery,,0.0,No,Dallas
2314,2024-01-08,23:03:45,2414,Quiche,44.13,In-person,Veranda,On Hold,0.0,Not required,,0.0,No,Austin
2315,2024-04-14,19:25:32,2415,Olives,20.58,In-person,Veranda,Cancelled,1.0,too much waiting,,0.0,No,Dallas
2316,2023-05-12,17:42:28,2416,Olives,30.78,In-person,Selfish,Cancelled,1.0,,,0.0,No,Plano
2317,2023-07-12,17:21:15,2417,Olives,28.02,Online,Augustin,Cancelled,2.0,too much waiting,,0.0,Yes,Austin
2318,2023-12-18,05:29:55,2418,Olives,10.47,In-person,Demoloftas,On Hold,3.0,bad experience,,0.0,Yes,Dallas
2319,2023-12-31,15:43:18,2419,Soup of the day,32.27,In-person,Augustin,On Hold,2.0,didnt recieve delivery,,0.0,Yes,Austin
2320,2023-05-22,23:38:53,2420,Soup of the day,36.46,In-person,Augustin,Cancelled,3.0,,,0.0,Yes,Dallas
2321,2023-10-24,04:40:45,2421,Olives,33.68,Online,Augustin,On Hold,2.0,delay in order,,0.0,No,Houston
2322,2023-08-04,11:50:59,2422,Soup of the day,39.45,In-person,Da Antonio,On Hold,2.0,recieved better price elsewhere,,0.0,Yes,Houston
2323,2023-12-19,05:54:31,2423,Olives,32.85,In-person,Saint German,Delivered,3.0,Stale food,28.0,15.0,Yes,Dallas
2324,2024-03-07,12:21:01,2424,Quiche,12.67,In-person,Augustin,Cancelled,3.0,bad experience,,0.0,No,Austin
2325,2023-05-16,05:12:49,2425,Quiche,14.66,In-person,Stebuklai,Delivered,2.0,Awesome experience,51.0,22.0,Yes,Plano
